id,type,description,status
48196845,ping,Ping test from South Korea to 43.132.86.2,Stopped
48196846,ping,Ping measurement to ec2-3-20-178-14.us-east-2.compute.amazonaws.com,Stopped
48196847,ping,Ping test from South Korea to 43.152.54.100,Stopped
48196848,ping,SE Ping measurement to 185.136.96.1,Stopped
48196849,ping,Ping test from Taiwan to 43.132.86.2,Stopped
48196850,ping,Ping test from Taiwan to 43.152.54.100,Stopped
48196857,ping,US Ping measurement to 45.83.248.1,Stopped
48196858,ping,From script for latency checks for Monitoring,Stopped
48196859,ping,From script for latency checks for Monitoring,Stopped
48196860,ping,Ping test from HongKong to 43.132.86.2,Stopped
48196861,ping,Ping test from HongKong to 43.152.54.100,Stopped
48196862,ping,UA Ping measurement to 185.136.96.1,Stopped
48196863,ping,Ping test from Kenya to 43.132.86.2,Stopped
48196864,ping,Ping test from Kenya to 43.152.54.100,Stopped
48196865,ping,BG Ping measurement to 45.83.248.1,Stopped
48196866,ping,IP Geolocation - 80.42.37.171,Stopped
48196870,ping,FR Ping measurement to 185.136.96.1,Stopped
48196871,ping,Ping test from South Africa to 43.132.86.2,Stopped
48196872,ping,Ping test from South Africa to 43.152.54.100,Stopped
48196873,ping,IP Geolocation - 80.42.37.171,Stopped
48196874,ping,HK Ping measurement to 45.83.248.1,Stopped
48196875,ping,Ping test from Australia to 43.132.86.2,Stopped
48196876,ping,Ping test from Australia to 43.152.54.100,Stopped
48196877,ping,IP Geolocation - 80.42.37.171,Stopped
48196878,ping,IR Ping measurement to 185.136.96.1,Stopped
48196879,ping,Ping test from Bangladesh to 43.132.86.2,Stopped
48196880,ping,Ping test from Bangladesh to 43.152.54.100,Stopped
48196881,ping,SG Ping measurement to 45.83.248.1,Stopped
48196882,ping,Ping test from India to 43.132.86.2,Stopped
48196883,ping,Ping test from India to 43.152.54.100,Stopped
48196884,ping,ZA Ping measurement to 185.136.96.1,Stopped
48196885,ping,Ping test from Sri Lanka to 43.132.86.2,Stopped
48196886,ping,Ping test from Sri Lanka to 43.152.54.100,Stopped
48196887,ping,AU Ping measurement to 45.83.248.1,Stopped
48196888,ping,IN Ping measurement to 185.136.96.1,Stopped
48196889,ping,Ping test from Nepal to 43.132.86.2,Stopped
48196890,ping,Ping test from Nepal to 43.152.54.100,Stopped
48196891,ping,RU Ping measurement to 45.83.248.1,Stopped
48196892,ping,NL Ping measurement to 185.136.96.1,Stopped
48196893,ping,GB Ping measurement to 45.83.248.1,Stopped
48196894,ping,DE Ping measurement to 185.136.96.1,Stopped
48196895,ping,IT Ping measurement to 45.83.248.1,Stopped
48196896,ping,FI Ping measurement to 185.136.96.1,Stopped
48196897,ping,CH Ping measurement to 45.83.248.1,Stopped
48196898,ping,IP Geolocation - 69.70.75.46,Stopped
48196899,ping,TR Ping measurement to 185.136.96.1,Stopped
48196900,ping,SE Ping measurement to 45.83.248.1,Stopped
48196901,ping,IP Geolocation - 69.70.75.46,Stopped
48196902,ping,ES Ping measurement to 185.136.96.1,Stopped
48196912,ping,Ping test from Colombia to 43.152.54.100,Stopped
48196913,ping,IP Geolocation - 69.70.75.46,Stopped
48196916,ping,Ping test from Colombia to 43.132.86.2,Stopped
48196920,ping,UA Ping measurement to 45.83.248.1,Stopped
48196926,ping,RO Ping measurement to 185.136.96.1,Stopped
48196927,ping,Ping test from Pakistan to 43.132.86.2,No suitable probes
48196929,ping,Ping test from Pakistan to 43.152.54.100,No suitable probes
48196942,ping,FR Ping measurement to 45.83.248.1,Stopped
48196944,ping,Ping test from Saudi Arabia to 43.132.86.2,Stopped
48196946,ping,Ping test from Saudi Arabia to 43.152.54.100,Stopped
48196954,ping,TW Ping measurement to 185.136.96.1,Stopped
48196963,ping,Ping test from Turkey to 43.132.86.2,Stopped
48196967,ping,Ping test from Turkey to 43.152.54.100,Stopped
48196977,ping,IR Ping measurement to 45.83.248.1,Stopped
48196985,ping,Ping test from Argentina to 43.132.86.2,Stopped
48196986,ping,Ping test from Argentina to 43.152.54.100,Stopped
48196987,ping,JP Ping measurement to 185.136.96.1,Stopped
48196989,ping,Ping test from Brazil to 43.132.86.2,Stopped
48196990,ping,Ping test from Brazil to 43.152.54.100,Stopped
48196991,ping,ZA Ping measurement to 45.83.248.1,Stopped
48196992,ping,PL Ping measurement to 185.136.96.1,Stopped
48196993,ping,Ping test from Chile to 43.132.86.2,Stopped
48196994,ping,Ping test from Chile to 43.152.54.100,Stopped
48196996,ping,IN Ping measurement to 45.83.248.1,Stopped
48196997,ping,NO Ping measurement to 185.136.96.1,Stopped
48196999,ping,NL Ping measurement to 45.83.248.1,Stopped
48197004,ping,DE Ping measurement to 45.83.248.1,Stopped
48197006,ping,FI Ping measurement to 45.83.248.1,Stopped
48197008,ping,TR Ping measurement to 45.83.248.1,Stopped
48197010,ping,ES Ping measurement to 45.83.248.1,Stopped
48197012,ping,RO Ping measurement to 45.83.248.1,Stopped
48197014,ping,TW Ping measurement to 45.83.248.1,Stopped
48197017,ping,JP Ping measurement to 45.83.248.1,Stopped
48197019,ping,PL Ping measurement to 45.83.248.1,Stopped
48197021,ping,NO Ping measurement to 45.83.248.1,Stopped
48197025,ping,From script for latency checks for Monitoring,Stopped
48197027,ping,IP Geolocation - 183.77.34.128,Stopped
48197035,ping,IP Geolocation - 183.77.34.128,Stopped
48197050,ping,Ping test from Germany to 43.132.86.2,Stopped
48197053,ping,Ping test from Germany to 43.152.54.100,Stopped
48197070,ping,Ping test from Spain to 43.132.86.2,Stopped
48197071,ping,IP Geolocation - 183.77.34.128,Stopped
48197072,ping,Ping test from Spain to 43.152.54.100,Stopped
48197073,ping,IP Geolocation - 81.90.180.107,Stopped
48197075,ping,Ping test from France to 43.132.86.2,Stopped
48197076,ping,Ping test from France to 43.152.54.100,Stopped
48197077,ping,Ping test from United Kingdom to 43.132.86.2,Stopped
48197078,ping,Ping test from United Kingdom to 43.152.54.100,Stopped
48197080,ping,IP Geolocation - 189.45.78.175,Stopped
48197081,ping,Ping test from Greece to 43.132.86.2,Stopped
48197082,ping,Ping test from Greece to 43.152.54.100,Stopped
48197083,ping,Ping test from Ireland to 43.132.86.2,Stopped
48197084,ping,Ping test from Ireland to 43.152.54.100,Stopped
48197086,ping,Ping test from Italy to 43.132.86.2,Stopped
48197087,ping,Ping test from Italy to 43.152.54.100,Stopped
48197089,ping,Ping test from Netherlands to 43.132.86.2,Stopped
48197090,ping,Ping test from Netherlands to 43.152.54.100,Stopped
48197091,ping,Ping test from Poland to 43.132.86.2,Stopped
48197092,ping,Ping test from Poland to 43.152.54.100,Stopped
48197094,ping,Ping test from Russian Federation to 43.132.86.2,Stopped
48197095,ping,Ping test from Russian Federation to 43.152.54.100,Stopped
48197096,ping,Ping test from Sweden to 43.132.86.2,Stopped
48197097,ping,Ping test from Sweden to 43.152.54.100,Stopped
48197098,ping,Ping test from Ukraine to 43.132.86.2,Stopped
48197099,ping,Ping test from Ukraine to 43.152.54.100,Stopped
48197100,ping,Ping test from United Arab Emirates to 43.132.86.2,Stopped
48197101,ping,Ping test from United Arab Emirates to 43.152.54.100,Stopped
48197102,ping,Ping test from Azerbaijan to 43.132.86.2,Stopped
48197103,ping,Ping test from Azerbaijan to 43.152.54.100,Stopped
48197104,ping,Ping test from Egypt to 43.132.86.2,No suitable probes
48197105,ping,Ping test from Egypt to 43.152.54.100,No suitable probes
48197106,ping,Ping test from Iraq to 43.132.86.2,Stopped
48197109,ping,Ping test from Iraq to 43.152.54.100,Stopped
48197126,ping,Ping test from Iran to 43.132.86.2,Stopped
48197128,ping,Ping test from Iran to 43.152.54.100,Stopped
48197137,ping,Ping test from Jordan to 43.132.86.2,Stopped
48197138,ping,Ping test from Jordan to 43.152.54.100,Stopped
48197139,ping,Ping test from Kyrgyzstan to 43.132.86.2,Stopped
48197140,ping,Ping test from Kyrgyzstan to 43.152.54.100,Stopped
48197142,ping,Ping test from Kuwait to 43.132.86.2,Stopped
48197143,ping,Ping test from Kuwait to 43.152.54.100,Stopped
48197144,ping,Ping test from Kazakhstan to 43.132.86.2,Stopped
48197145,ping,Ping test from Kazakhstan to 43.152.54.100,Stopped
48197146,ping,Ping test from Morocco to 43.132.86.2,Stopped
48197147,ping,Ping test from Morocco to 43.152.54.100,Stopped
48197148,ping,Ping test from Oman to 43.132.86.2,Stopped
48197149,ping,Ping test from Oman to 43.152.54.100,Stopped
48197150,ping,Ping test from Qatar to 43.132.86.2,Stopped
48197152,ping,Ping test from Qatar to 43.152.54.100,Stopped
48197163,ping,Ping test from Ecuador to 43.132.86.2,Stopped
48197165,ping,Ping test from Ecuador to 43.152.54.100,Stopped
48197183,ping,Ping test from Peru to 43.132.86.2,Stopped
48197186,ping,Ping test from Peru to 43.152.54.100,Stopped
48197195,ping,Ping test from United States of America to 43.132.86.2,Stopped
48197196,ping,IP Geolocation - 42.235.156.100,Stopped
48197197,ping,Ping test from United States of America to 43.152.54.100,Stopped
48197198,ping,Ping test from Canada to 43.132.86.2,Stopped
48197199,ping,Ping test from Canada to 43.152.54.100,Stopped
48197200,ping,IP Geolocation - 42.235.156.100,Stopped
48197201,ping,Ping test from Mexico to 43.132.86.2,Stopped
48197202,ping,Ping test from Mexico to 43.152.54.100,Stopped
48197203,ping,Ping test from Vietnam to 43.132.86.2,Stopped
48197204,ping,Ping test from Vietnam to 43.152.54.100,Stopped
48197205,ping,IP Geolocation - 42.235.156.100,Stopped
48197206,ping,Ping test from Laos to 43.132.86.2,Stopped
48197207,ping,Ping test from Laos to 43.152.54.100,Stopped
48197208,ping,Ping test from Thailand to 43.132.86.2,Stopped
48197209,ping,Ping test from Thailand to 43.152.54.100,Stopped
48197210,ping,Ping test from Myanmar to 43.132.86.2,No suitable probes
48197211,ping,Ping test from Myanmar to 43.152.54.100,No suitable probes
48197212,ping,Ping test from Singapore to 43.132.86.2,Stopped
48197213,ping,Ping test from Singapore to 43.152.54.100,Stopped
48197214,ping,Ping test from Indonesia to 43.132.86.2,Stopped
48197215,ping,Ping test from Indonesia to 43.152.54.100,Stopped
48197216,ping,Ping test from Philippines to 43.132.86.2,Stopped
48197217,ping,Ping test from Philippines to 43.152.54.100,Stopped
48197218,ping,ATLAS Self-test N8,Stopped
48197219,ping,Ping test from Malaysia to 43.132.86.2,Stopped
48197220,ping,Ping test from Malaysia to 43.152.54.100,Stopped
48197221,ping,Ping test from Japan to 43.132.86.2,Stopped
48197222,ping,Ping test from Japan to 43.152.54.100,Stopped
48197223,ping,Ping test from South Korea to 43.132.86.2,Stopped
48197224,ping,Ping test from South Korea to 43.152.54.100,Stopped
48197225,ping,Ping test from Taiwan to 43.132.86.2,Stopped
48197226,ping,Ping test from Taiwan to 43.152.54.100,Stopped
48197235,ping,Ping test from HongKong to 43.152.54.100,Stopped
48197236,ping,From script for latency checks for Monitoring,Stopped
48197237,ping,From script for latency checks for Monitoring,Stopped
48197238,ping,Ping test from HongKong to 43.132.86.2,Stopped
48197239,ping,Ping test from Kenya to 43.132.86.2,Stopped
48197240,ping,Ping test from Kenya to 43.152.54.100,Stopped
48197241,ping,Ping test from South Africa to 43.132.86.2,Stopped
48197242,ping,Ping test from South Africa to 43.152.54.100,Stopped
48197243,ping,Ping test from Australia to 43.132.86.2,Stopped
48197244,ping,Ping test from Australia to 43.152.54.100,Stopped
48197245,ping,Ping test from Bangladesh to 43.132.86.2,Stopped
48197246,ping,Ping test from Bangladesh to 43.152.54.100,Stopped
48197247,ping,Ping test from India to 43.132.86.2,Stopped
48197248,ping,Ping test from India to 43.152.54.100,Stopped
48197249,ping,Ping test from Sri Lanka to 43.132.86.2,Stopped
48197250,ping,Ping test from Sri Lanka to 43.152.54.100,Stopped
48197251,ping,Ping test from Nepal to 43.132.86.2,Stopped
48197252,ping,Ping test from Nepal to 43.152.54.100,Stopped
48197272,ping,Ping test from Pakistan to 43.132.86.2,No suitable probes
48197273,ping,Ping test from Pakistan to 43.152.54.100,No suitable probes
48197285,ping,Ping test from Saudi Arabia to 43.132.86.2,Stopped
48197288,ping,Ping test from Saudi Arabia to 43.152.54.100,Stopped
48197305,ping,Ping test from Turkey to 43.132.86.2,Stopped
48197307,ping,Ping test from Turkey to 43.152.54.100,Stopped
48197322,ping,Ping test from Argentina to 43.132.86.2,Stopped
48197323,ping,Ping test from Argentina to 43.152.54.100,Stopped
48197324,ping,Ping test from Brazil to 43.132.86.2,Stopped
48197325,ping,Ping test from Brazil to 43.152.54.100,Stopped
48197326,ping,IP Geolocation - 180.250.28.42,Stopped
48197327,ping,Ping test from Chile to 43.132.86.2,Stopped
48197328,ping,Ping test from Chile to 43.152.54.100,Stopped
48197329,ping,From script for latency checks for Monitoring,Stopped
48197330,ping,Ping test from Colombia to 43.132.86.2,Stopped
48197331,ping,Ping test from Colombia to 43.152.54.100,Stopped
48197332,ping,Ping measurement to ec2-35-153-0-3.compute-1.amazonaws.com,Stopped
48197341,ping,From script for latency checks for Monitoring,Stopped
48197343,ping,From script for latency checks for Monitoring,Stopped
48197355,ping,Ping test from Germany to 43.132.86.2,Stopped
48197358,ping,Ping test from Germany to 43.152.54.100,Stopped
48197372,ping,Ping test from Spain to 43.132.86.2,Stopped
48197373,ping,Ping test from Spain to 43.152.54.100,Stopped
48197374,ping,Ping test from France to 43.132.86.2,Stopped
48197375,ping,Ping test from France to 43.152.54.100,Stopped
48197376,ping,Ping test from United Kingdom to 43.132.86.2,Stopped
48197377,ping,Ping test from United Kingdom to 43.152.54.100,Stopped
48197378,ping,Ping test from Greece to 43.132.86.2,Stopped
48197379,ping,Ping test from Greece to 43.152.54.100,Stopped
48197380,ping,Ping test from Ireland to 43.132.86.2,Stopped
48197381,ping,Ping test from Ireland to 43.152.54.100,Stopped
48197382,ping,Ping test from Italy to 43.132.86.2,Stopped
48197383,ping,Ping test from Italy to 43.152.54.100,Stopped
48197384,ping,Ping test from Netherlands to 43.132.86.2,Stopped
48197385,ping,Ping test from Netherlands to 43.152.54.100,Stopped
48197386,ping,Ping test from Poland to 43.132.86.2,Stopped
48197387,ping,Ping test from Poland to 43.152.54.100,Stopped
48197388,ping,Ping test from Russian Federation to 43.132.86.2,Stopped
48197389,ping,Ping test from Russian Federation to 43.152.54.100,Stopped
48197390,ping,Ping test from Sweden to 43.132.86.2,Stopped
48197391,ping,Ping test from Sweden to 43.152.54.100,Stopped
48197392,ping,IP Geolocation - 149.200.253.112,Stopped
48197393,ping,IP Geolocation - 46.217.48.210,Stopped
48197394,ping,Ping measurement to miran.ru,Stopped
48197395,ping,Ping test from Ukraine to 43.132.86.2,Stopped
48197396,ping,Ping test from Ukraine to 43.152.54.100,Stopped
48197397,ping,IP Geolocation - 149.200.253.112,Stopped
48197398,ping,Ping test from United Arab Emirates to 43.132.86.2,Stopped
48197399,ping,Ping test from United Arab Emirates to 43.152.54.100,Stopped
48197400,ping,IP Geolocation - 149.200.253.112,Stopped
48197401,ping,Ping test from Azerbaijan to 43.132.86.2,Stopped
48197402,ping,Ping test from Azerbaijan to 43.152.54.100,Stopped
48197403,ping,Ping test from Egypt to 43.132.86.2,No suitable probes
48197404,ping,Ping test from Egypt to 43.152.54.100,No suitable probes
48197408,ping,Ping test from Iraq to 43.132.86.2,Stopped
48197410,ping,Ping test from Iraq to 43.152.54.100,Stopped
48197411,ping,Ping test from Iran to 43.132.86.2,Stopped
48197412,ping,Ping test from Iran to 43.152.54.100,Stopped
48197413,ping,Ping test from Jordan to 43.132.86.2,Stopped
48197414,ping,Ping test from Jordan to 43.152.54.100,Stopped
48197415,ping,Ping test from Kyrgyzstan to 43.132.86.2,Stopped
48197416,ping,Ping test from Kyrgyzstan to 43.152.54.100,Stopped
48197417,ping,Ping test from Kuwait to 43.132.86.2,Stopped
48197418,ping,Ping test from Kuwait to 43.152.54.100,Stopped
48197419,ping,Ping test from Kazakhstan to 43.132.86.2,Stopped
48197420,ping,Ping test from Kazakhstan to 43.152.54.100,Stopped
48197421,ping,Ping test from Morocco to 43.132.86.2,Stopped
48197422,ping,Ping test from Morocco to 43.152.54.100,Stopped
48197423,ping,Ping test from Oman to 43.132.86.2,Stopped
48197424,ping,Ping test from Oman to 43.152.54.100,Stopped
48197425,ping,Ping test from Qatar to 43.132.86.2,Stopped
48197426,ping,Ping test from Qatar to 43.152.54.100,Stopped
48197427,ping,IP Geolocation - 24.196.13.216,Stopped
48197428,ping,IP Geolocation - 24.196.13.216,Stopped
48197429,ping,From script for latency checks for Monitoring,Stopped
48197430,ping,IP Geolocation - 24.196.13.216,Stopped
48197437,ping,US Ping measurement to 185.136.96.1,Stopped
48197443,ping,Ping test from Ecuador to 43.132.86.2,Stopped
48197446,ping,Ping test from Ecuador to 43.152.54.100,Stopped
48197460,ping,Ping test from Peru to 43.132.86.2,Stopped
48197463,ping,Ping test from Peru to 43.152.54.100,Stopped
48197466,ping,BG Ping measurement to 185.136.96.1,Stopped
