
   id asn_v4 asn_v6 country     status     
  844  21283   3356   si       Abandoned   
  845   3215      -   fr       Connected   
  846   8473   6939   se       Connected   
  847  57843      -   ru       Connected   
  848  15810      -   es       Abandoned   
  849  32653      -   za       Abandoned   
  850  12360  12360   de       Connected   
  851   6830  39122   ie       Connected   
  852  13037      -   gb       Abandoned   
  853 210218      -   it       Connected   
  854   8881   8881   de       Abandoned   
  855   3243      -   pt       Abandoned   
  856  13037  13037   gb       Abandoned   
  857   2856      -   gb       Abandoned   
  858  31712      -   gb       Connected   
  859   3215   3215   fr       Connected   
  860   3320   3320   de       Abandoned   
  861  12874      -   it       Abandoned   
  862   5089      -   gb       Abandoned   
  863   6057      -   uy       Abandoned   
  864      -      -   de       Abandoned   
  865  31712      -   gb       Connected   
  866 209097      -   fr       Abandoned   
  867  25376  25376   gb       Connected   
  868 328453      -   za       Connected   
  869   8473      -   se       Connected   
  870  12389      -   ru       Connected   
  871      -      -            Abandoned   
  872  42109      -   am       Abandoned   
  873   3320      -   de       Abandoned   
  874      -      -   lt       Abandoned   
  875  28878      -   nl       Abandoned   
  876    786    786   gb       Connected   
  877  12322      -   fr       Abandoned   
  878      -  29049   az       Abandoned   
  879   8473   8473   se       Connected   
  880  28878      -   nl       Abandoned   
  881  43081  43081   gb       Connected   
  882  12502  12502   de       Connected   
  883  43127  43127   ch       Abandoned   
  884  49181      -   ru       Connected   
  885   5486      -   il       Abandoned   
  886      -      -   ee       Abandoned   
  887  41079  41079   pl       Abandoned   
  888   5089      -   gb       Abandoned   
  889   2588      -   lv       Connected   
  890  34347  34347   at       Connected   
  891      -      -   at       Abandoned   
  892  12594   6939   hu       Abandoned   
  893  29121      -   si       Abandoned   
  894  12703  39326   gb       Abandoned   
  895  41075      -   hu       Connected   
  896  12312      -   de       Abandoned   
  897      -      -            Abandoned   
  898  44097  44097   fr       Connected   
  899   8881   8881   de       Abandoned   
  900  29695      -   no       Abandoned   
  901   8881   8881   de       Connected   
  902  13041      -   es       Abandoned   
  903      -      -   gb       Abandoned   
  904  15557  15557   fr       Connected   
  905   3320      -   de       Connected   
  906 133612      -   au       Abandoned   
  907  43350  49009   de       Abandoned   
  908      -      -   de       Abandoned   
  909      -      -   gb       Abandoned   
  910   3209   3209   de       Connected   
  911  39857   1741   fi       Connected   
  912   3269      -   it       Connected   
  913      -      -   de       Abandoned   
  914  33885      -   se     Disconnected  
  915  57169  57169   at       Abandoned   
  916   3209   3209   de       Connected   
  917   8677      -   fr       Abandoned   
  918  12353  12353   pt       Abandoned   
  919    680    680   de       Abandoned   
  920  43733      -   am       Abandoned   
  921   3320   3320   de       Abandoned   
  922      -      -   de       Abandoned   
  923      -      -   de       Abandoned   
  924   8447      -   at       Connected   
  925      -      -   de    Never Connected
  926  56740  56740   by       Abandoned   
  927   6057   6057   uy       Abandoned   
  928  56329      -   gb       Connected   
  929      -  48954   gb       Abandoned   
  930   8447      -   at       Abandoned   
  931      -      -            Abandoned   
  932      -      -   fr       Abandoned   
  933  16202      -   de       Connected   
  934   3209      -   de       Abandoned   
  935  51815      -   se       Connected   
  936   3269  12779   it       Abandoned   
  937  31027      -   dk       Abandoned   
  938   8412   8412   at       Connected   
  939  33915  31019   nl       Abandoned   
  940      -      -   de       Abandoned   
  941      -      -            Abandoned   
  942   6830      -   at       Abandoned   
  943   3320      -   de       Abandoned   
  944      -      -            Abandoned   
  945   6830      -   nl       Abandoned   
  946  34612      -   nl       Connected   
  947      -      -   de       Abandoned   
  948      -      -   gb       Abandoned   
  949  42765   6939   ru       Connected   
  950      -      -   de       Abandoned   
  951   8758  20612   ch       Abandoned   
  952   5410   5410   fr       Connected   
  953      -      -   de       Abandoned   
  954      -      -            Abandoned   
  955  21175      -   be       Abandoned   
  956   3303   3303   ch       Connected   
  957  31615      -   nl       Abandoned   
  958  44763      -   no       Abandoned   
  959   1836      -   ch       Abandoned   
  960  30737  30737   no       Abandoned   
  961      -      -   de       Abandoned   
  962   8758   8758   ch       Connected   
  963      -      -   pl       Abandoned   
  964  34612  34612   nl       Connected   
  965  34602      -   ru       Connected   
  966   5503      -   gb       Abandoned   
  967      -      -   no       Abandoned   
  968   8881   8881   de       Connected   
  969      -      -   cz       Abandoned   
  970      -      -   za    Never Connected
  971      -      -            Abandoned   
  972  12353      -   pt       Abandoned   
  973   1759      -   fi       Abandoned   
  974   3269      -   it       Connected   
  975   8881   8881   de       Connected   
  976  36492      -   fr       Abandoned   
  977   3333   3333   nl       Abandoned   
  978   2860      -   pt       Abandoned   
  979      -  35366   de       Abandoned   
  980   5491   5491   dk       Abandoned   
  981      -      -            Abandoned   
  982  47527      -   dk       Abandoned   
  983  15945      -   de       Abandoned   
  984   3292      -   dk       Abandoned   
  985      -      -   gb       Abandoned   
  986   3215   3215   fr       Connected   
  987      -      -            Abandoned   
  988      -      -   de       Abandoned   
  989  25596      -   nl       Connected   
  990      -      -   gb       Abandoned   
  991   5607   5607   gb       Connected   
  992      -      -   gb       Abandoned   
  993   7545      -   au       Abandoned   
  994   9182   9182   de       Abandoned   
  995  21502      -   fr       Abandoned   
  996  49362      -   us       Abandoned   
  997   9143      -   nl       Abandoned   
  998   3320   3320   de       Abandoned   
  999   1136      -   nl       Connected   
 1000   1221   1221   au       Connected   
 1001   4739      -   au       Abandoned   
 1002   7545   4739   au       Abandoned   
 1003   9269   6939   hk       Abandoned   
 1004   9269      -   hk       Abandoned   
 1005      -      -   in       Abandoned   
 1006      -      -   au       Abandoned   
 1007      -      -            Abandoned   
 1008   4134      -   cn       Connected   
 1009   4739   4739   au       Abandoned   
 1010      -      -            Abandoned   
 1011  23661      -   jp       Abandoned   
 1012      -      -            Abandoned   
 1013  17886      -   sg       Abandoned   
 1014      -      -   sg    Never Connected
 1015      -      -         Never Connected
 1016  38657      -   au       Abandoned   
 1017      -      -            Abandoned   
 1018  56030  56030   nz       Connected   
 1019      -      -         Never Connected
 1020      -      -   in       Abandoned   
 1021      -      -   ph       Abandoned   
 1022  38037  38037   nz       Abandoned   
 1023      -      -            Abandoned   
 1024      -      -            Abandoned   
 1025   3333   3333   nz       Abandoned   
 1026      -      -   au       Abandoned   
 1027      -      -   au       Abandoned   
 1028  17501  17501   np       Abandoned   
 1029   6939      -   us       Abandoned   
 1030      -      -            Abandoned   
 1031   1221      -   au       Abandoned   
 1032      -      -   in       Abandoned   
 1033   4773      -   sg       Connected   
 1034      -      -   in       Abandoned   
 1035   4739      -   au       Connected   
 1036   7575      -   au       Abandoned   
 1037  55430      -   sg       Abandoned   
 1038      -      -   hk       Abandoned   
 1039      -      -            Abandoned   
 1040      -      -   au    Never Connected
 1041   4764   4764   au       Abandoned   
